единица,општина,место,регистрирани,гласале,валидни,ВМРО-ДПМНЕ и др.,СДСМ и др.,Алијанса за Албанците,БЕСА,ВМРО за Македонија,ДПА,ДУИ,КПП - Трет блок,ЛЕВИЦА,ЛП,ПДП
ИЕ 3,Штип,2252,896,678,664,310,312,,,27,1,0,6,6,2,
ИЕ 3,Штип,2253,682,538,515,267,220,,,14,0,0,3,10,1,
ИЕ 3,Штип,2254,582,473,450,195,226,,,17,1,0,5,4,2,
ИЕ 3,Штип,2255,502,389,375,184,160,,,22,2,0,4,2,1,
ИЕ 3,Штип,2255/1,520,422,410,171,216,,,18,0,0,0,5,0,
ИЕ 3,Штип,2256,770,518,497,221,244,,,20,1,0,5,5,1,
ИЕ 3,Штип,2257,757,535,522,240,241,,,22,1,0,5,9,4,
ИЕ 3,Штип,2258,721,575,552,288,241,,,12,0,0,1,8,2,
ИЕ 3,Штип,2259,856,642,620,260,312,,,30,2,0,7,9,0,
ИЕ 3,Штип,2260,703,500,488,213,247,,,18,2,1,1,6,0,
ИЕ 3,Штип,2261,725,546,532,250,252,,,14,0,0,4,9,3,
ИЕ 3,Штип,2262,837,623,603,318,247,,,17,2,0,2,11,6,
ИЕ 3,Штип,2263,546,426,410,249,134,,,17,2,0,3,2,3,
ИЕ 3,Штип,2264,608,468,445,231,180,,,20,0,0,4,7,3,
ИЕ 3,Штип,2265,471,377,363,169,164,,,14,0,0,1,12,3,
ИЕ 3,Штип,2266,640,484,456,204,219,,,22,3,0,2,4,2,
ИЕ 3,Штип,2267,753,586,572,231,315,,,15,1,0,5,3,2,
ИЕ 3,Штип,2268,537,388,374,155,207,,,6,1,0,2,3,0,
ИЕ 3,Штип,2268/1,569,443,430,197,204,,,17,1,0,2,7,2,
ИЕ 3,Штип,2269,657,495,482,246,198,,,29,1,0,2,6,0,
ИЕ 3,Штип,2269/1,655,485,464,253,176,,,25,0,0,2,5,3,
ИЕ 3,Штип,2270,684,513,500,271,175,,,37,0,1,6,7,3,
ИЕ 3,Штип,2270/1,710,513,492,231,233,,,17,2,2,2,3,2,
ИЕ 3,Штип,2271,556,417,392,181,186,,,17,0,1,2,5,0,
ИЕ 3,Штип,2271/1,569,420,398,170,204,,,12,0,0,4,3,5,
ИЕ 3,Штип,2272,732,550,523,275,226,,,11,3,0,3,4,1,
ИЕ 3,Штип,2273,681,418,398,199,178,,,10,0,0,2,9,0,
ИЕ 3,Штип,2274,761,609,592,237,311,,,20,1,0,6,12,5,
ИЕ 3,Штип,2275,792,594,575,301,223,,,33,0,0,6,11,1,
ИЕ 3,Штип,2276,871,718,699,280,372,,,26,1,0,7,11,2,
ИЕ 3,Штип,2277,504,214,200,103,82,,,12,1,1,0,1,0,
ИЕ 3,Штип,2278,838,363,350,135,191,,,16,1,3,3,1,0,
ИЕ 3,Штип,2279,397,211,192,96,83,,,11,0,0,1,1,0,
ИЕ 3,Штип,2280,557,283,266,147,101,,,13,0,0,4,1,0,
ИЕ 3,Штип,2280/1,506,309,296,156,130,,,9,0,0,0,0,1,
ИЕ 3,Штип,2281,827,646,622,348,234,,,26,2,1,3,6,2,
ИЕ 3,Штип,2282,602,486,472,318,119,,,27,1,0,0,5,2,
ИЕ 3,Штип,2283,490,390,377,144,200,,,14,0,0,5,13,1,
ИЕ 3,Штип,2284,880,739,727,386,306,,,21,1,1,1,11,0,
ИЕ 3,Штип,2285,75,48,48,33,13,,,1,1,0,0,0,0,
ИЕ 3,Штип,2286,27,16,15,14,0,,,1,0,0,0,0,0,
ИЕ 3,Штип,2287,5,1,1,1,0,,,0,0,0,0,0,0,
ИЕ 3,Штип,2288,28,21,20,14,5,,,1,0,0,0,0,0,
ИЕ 3,Штип,2289,8,7,7,2,5,,,0,0,0,0,0,0,
ИЕ 3,Штип,2290,228,207,202,112,81,,,3,2,0,2,1,1,
ИЕ 3,Штип,2291,16,8,8,3,5,,,0,0,0,0,0,0,
ИЕ 3,Штип,2292,925,666,642,274,312,,,40,1,3,1,3,8,
ИЕ 3,Штип,2293,969,691,668,288,329,,,38,2,0,0,9,2,
ИЕ 3,Штип,2294,511,382,365,197,152,,,8,1,1,0,5,1,
ИЕ 3,Штип,2294/1,492,368,354,165,163,,,13,0,0,1,9,3,
ИЕ 3,Штип,2295,691,519,508,254,222,,,11,2,0,2,17,0,
ИЕ 3,Штип,2296,817,641,624,293,306,,,10,0,2,4,7,2,
ИЕ 3,Штип,2297,872,690,660,284,343,,,15,0,0,5,8,5,
ИЕ 3,Штип,2298,845,641,613,310,277,,,18,1,0,3,1,3,
ИЕ 3,Штип,2299,689,532,526,211,278,,,19,0,0,7,10,1,
ИЕ 3,Штип,2300,758,592,572,202,328,,,19,2,0,8,11,2,
ИЕ 3,Штип,2301,67,44,39,17,21,,,0,0,0,0,1,0,
ИЕ 3,Штип,2302,14,11,10,2,6,,,0,1,1,0,0,0,
ИЕ 3,Штип,2303,15,7,7,4,3,,,0,0,0,0,0,0,
ИЕ 3,Штип,2304,10,4,4,4,0,,,0,0,0,0,0,0,
ИЕ 3,Штип,2305,30,24,24,19,5,,,0,0,0,0,0,0,
ИЕ 3,Штип,2306,178,125,120,47,69,,,2,0,1,0,1,0,
ИЕ 3,Штип,2307,191,97,92,71,17,,,1,3,0,0,0,0,
ИЕ 3,Штип,2308,128,95,93,33,59,,,1,0,0,0,0,0,
ИЕ 3,Штип,2309,14,4,4,3,1,,,0,0,0,0,0,0,
ИЕ 3,Штип,2310,16,13,13,12,0,,,1,0,0,0,0,0,
ИЕ 3,Штип,2311,42,23,22,12,10,,,0,0,0,0,0,0,
ИЕ 3,Штип,2312,43,20,19,11,7,,,0,1,0,0,0,0,
ИЕ 3,Штип,2313,99,73,71,43,28,,,0,0,0,0,0,0,
ИЕ 3,Штип,2314,66,34,34,7,27,,,0,0,0,0,0,0,
ИЕ 3,Штип,2315,835,606,575,309,222,,,39,2,0,3,0,0,
ИЕ 3,Штип,ЗРД-87-3,64,53,53,14,38,,,1,0,0,0,0,0,
ИЕ 4,Битола,0194,414,309,304,197,105,,,2,,0,0,0,0,
ИЕ 4,Битола,0195,354,252,244,128,114,,,0,,0,1,1,0,
ИЕ 4,Битола,0196,74,62,59,31,27,,,1,,0,0,0,0,
ИЕ 4,Битола,0197,305,229,226,113,90,,,22,,0,0,1,0,
ИЕ 4,Битола,0198,117,87,87,43,42,,,2,,0,0,0,0,
ИЕ 4,Битола,0199,102,74,72,31,40,,,0,,0,1,0,0,
ИЕ 4,Битола,0200,41,21,21,16,5,,,0,,0,0,0,0,
ИЕ 4,Битола,0201,250,173,168,93,70,,,4,,0,1,0,0,
ИЕ 4,Битола,0202,119,84,84,45,38,,,0,,0,0,1,0,
ИЕ 4,Битола,0203,58,26,24,6,16,,,0,,1,1,0,0,
ИЕ 4,Битола,0204,192,132,132,58,69,,,2,,1,1,0,1,
ИЕ 4,Битола,ЗРД-12-4,1,1,1,0,1,,,0,,0,0,0,0,
ИЕ 4,Богданци,0368,685,549,527,262,243,,,12,,1,3,0,6,
ИЕ 4,Богданци,0369,749,563,542,315,203,,,17,,1,4,1,1,
ИЕ 4,Богданци,0370,234,208,204,58,143,,,1,,0,2,0,0,
ИЕ 4,Богданци,0371,609,457,441,191,219,,,22,,0,6,3,0,
ИЕ 4,Богданци,0371/1,502,352,339,128,181,,,26,,0,1,2,1,
ИЕ 4,Богданци,0372,774,628,600,250,306,,,33,,2,3,6,0,
ИЕ 4,Богданци,0373,832,656,641,230,369,,,31,,1,5,5,0,
ИЕ 4,Богданци,0374,491,383,376,189,159,,,23,,1,4,0,0,
ИЕ 4,Богданци,0375,603,462,447,164,241,,,31,,0,9,1,1,
ИЕ 4,Богданци,0376,533,409,397,159,202,,,26,,1,6,1,2,
ИЕ 4,Богданци,0376/1,543,424,410,181,193,,,25,,2,6,1,2,
ИЕ 4,Богданци,0377,351,287,283,115,146,,,11,,0,5,4,2,
ИЕ 4,Богданци,ЗРД-13-4,17,15,15,7,5,,,3,,0,0,0,0,
ИЕ 4,Босилово,1811,707,516,512,237,257,,,11,,2,4,1,0,
ИЕ 4,Босилово,1812,687,493,485,240,231,,,9,,1,2,2,0,
ИЕ 4,Босилово,1813,428,327,319,162,153,,,3,,0,1,0,0,
ИЕ 4,Босилово,1814,540,398,394,200,185,,,7,,0,2,0,0,
ИЕ 4,Босилово,1815,802,543,531,334,194,,,3,,0,0,0,0,
ИЕ 4,Босилово,1816,203,176,173,81,92,,,0,,0,0,0,0,
ИЕ 4,Босилово,1817,539,351,336,199,125,,,10,,1,0,1,0,
ИЕ 4,Босилово,1818,579,460,454,242,196,,,13,,0,3,0,0,
ИЕ 4,Босилово,1819,295,217,214,120,89,,,4,,0,0,1,0,
ИЕ 4,Босилово,1820,807,577,554,261,276,,,10,,1,3,3,0,
ИЕ 4,Босилово,1821,779,510,501,252,229,,,11,,2,5,2,0,
ИЕ 4,Босилово,1822,720,554,534,372,149,,,8,,0,3,1,1,
ИЕ 4,Босилово,1823,749,508,498,257,229,,,8,,1,0,2,1,
ИЕ 4,Босилово,1824,485,327,321,154,83,,,82,,1,0,0,1,
ИЕ 4,Босилово,1824/1,538,345,341,177,80,,,82,,0,1,1,0,
ИЕ 4,Босилово,1825,951,522,511,265,230,,,13,,1,1,1,0,
ИЕ 4,Босилово,1826,703,468,457,234,202,,,16,,0,2,1,2,
ИЕ 4,Босилово,1842,782,524,519,312,199,,,3,,1,4,0,0,
ИЕ 4,Босилово,1843,724,472,462,249,198,,,6,,0,5,3,1,
ИЕ 4,Босилово,ЗРД-15-4,11,8,8,4,4,,,0,,0,0,0,0,
ИЕ 4,Валандово,0280,947,685,662,333,301,,,19,,1,3,5,0,
ИЕ 4,Валандово,0281,487,370,354,167,171,,,11,,0,3,0,2,
ИЕ 4,Валандово,0282,802,619,599,318,240,,,22,,0,11,5,3,
ИЕ 4,Валандово,0283,581,466,450,190,239,,,10,,1,6,3,1,
ИЕ 4,Валандово,0284,493,387,376,213,146,,,12,,0,3,1,1,
ИЕ 4,Валандово,0284/1,525,416,396,205,169,,,16,,0,1,4,1,
ИЕ 4,Валандово,0285,744,596,578,365,193,,,12,,2,3,2,1,
ИЕ 4,Валандово,0286,757,631,609,371,205,,,17,,3,6,4,3,
ИЕ 4,Валандово,0287,458,366,356,214,132,,,0,,1,4,2,3,
ИЕ 4,Валандово,0288,644,455,438,277,145,,,5,,0,6,2,3,
ИЕ 4,Валандово,0289,136,95,93,60,30,,,0,,2,0,1,0,
ИЕ 4,Валандово,0290,257,206,202,57,141,,,3,,1,0,0,0,
ИЕ 4,Валандово,0291,712,599,580,317,232,,,23,,2,1,5,0,
ИЕ 4,Валандово,0292,357,300,288,163,119,,,4,,1,0,1,0,
ИЕ 4,Валандово,0293,256,200,191,107,80,,,4,,0,0,0,0,
ИЕ 4,Валандово,0294,372,291,270,135,125,,,9,,0,1,0,0,
ИЕ 4,Валандово,0295,174,140,130,71,47,,,8,,2,0,2,0,
ИЕ 4,Валандово,0296,244,189,181,117,55,,,5,,1,3,0,0,
ИЕ 4,Валандово,0297,321,224,217,76,128,,,4,,3,5,0,1,
ИЕ 4,Валандово,0298,47,21,20,12,8,,,0,,0,0,0,0,
ИЕ 4,Валандово,0299,190,111,111,55,56,,,0,,0,0,0,0,
ИЕ 4,Валандово,0300,166,146,140,96,42,,,0,,1,0,1,0,
ИЕ 4,Валандово,0301,229,153,145,62,80,,,2,,0,1,0,0,
ИЕ 4,Валандово,0302,125,77,72,40,30,,,2,,0,0,0,0,
ИЕ 4,Валандово,ЗРД-18-4,5,4,4,1,3,,,0,,0,0,0,0,
ИЕ 4,Василево,1794,171,139,137,93,44,,,0,,0,0,0,0,
ИЕ 4,Василево,1795,299,173,168,130,37,,,0,,0,1,0,0,
ИЕ 4,Василево,1796,15,3,3,2,1,,,0,,0,0,0,0,
ИЕ 4,Василево,1797,596,386,374,183,175,,,8,,2,5,1,0,
ИЕ 4,Василево,1798,491,275,269,204,55,,,4,,0,1,4,1,
ИЕ 4,Василево,1799,342,220,216,164,48,,,2,,0,2,0,0,
ИЕ 4,Василево,1800,556,380,359,166,185,,,2,,1,2,3,0,
ИЕ 4,Василево,1800/1,500,322,317,173,129,,,10,,2,0,1,2,
ИЕ 4,Василево,1801,909,649,619,311,290,,,15,,1,2,0,0,
ИЕ 4,Василево,1802,723,529,499,225,262,,,3,,3,5,0,1,
ИЕ 4,Василево,1803,753,531,513,233,257,,,5,,10,5,3,0,
ИЕ 4,Василево,1804,602,480,470,225,237,,,2,,2,1,3,0,
ИЕ 4,Василево,1804/1,533,423,414,258,144,,,7,,0,1,3,1,
ИЕ 4,Василево,1805,747,505,490,314,167,,,6,,1,0,2,0,
ИЕ 4,Василево,1806,750,417,404,310,82,,,9,,0,3,0,0,
ИЕ 4,Василево,1807,574,383,372,228,139,,,4,,0,1,0,0,
ИЕ 4,Василево,1808,408,284,282,109,173,,,0,,0,0,0,0,
ИЕ 4,Василево,1809,704,452,441,303,121,,,7,,1,2,6,1,
ИЕ 4,Василево,1810,471,301,297,203,89,,,2,,0,1,1,1,
ИЕ 4,Василево,ЗРД-19-4,16,12,12,6,6,,,0,,0,0,0,0,
ИЕ 4,Гевгелија,0333,663,542,523,254,234,,,19,,1,10,3,2,
ИЕ 4,Гевгелија,0334,552,461,445,198,212,,,8,,1,14,10,2,
ИЕ 4,Гевгелија,0335,530,439,424,185,212,,,9,,1,7,5,5,
ИЕ 4,Гевгелија,0336,716,595,578,267,258,,,27,,0,15,8,3,
ИЕ 4,Гевгелија,0337,789,652,633,303,299,,,10,,0,10,7,4,
ИЕ 4,Гевгелија,0338,926,768,749,395,317,,,19,,0,12,4,2,
ИЕ 4,Гевгелија,0339,344,287,273,130,126,,,8,,1,6,1,1,
ИЕ 4,Гевгелија,0340,813,689,660,304,322,,,13,,1,6,10,4,
ИЕ 4,Гевгелија,0341,419,333,322,158,141,,,14,,1,4,3,1,
ИЕ 4,Гевгелија,0342,643,536,513,217,265,,,8,,1,10,8,4,
ИЕ 4,Гевгелија,0343,645,535,522,267,224,,,15,,0,11,4,1,
ИЕ 4,Гевгелија,0344,421,343,334,192,124,,,7,,4,4,3,0,
ИЕ 4,Гевгелија,0345,592,484,471,220,216,,,11,,3,8,12,1,
ИЕ 4,Гевгелија,0346,660,573,556,252,277,,,11,,1,5,8,2,
ИЕ 4,Гевгелија,0347,1006,827,805,391,374,,,13,,0,16,10,1,
ИЕ 4,Гевгелија,0348,929,736,709,339,332,,,15,,2,10,8,3,
ИЕ 4,Гевгелија,0349,554,441,426,185,210,,,12,,0,13,3,3,
ИЕ 4,Гевгелија,0349/1,493,396,383,194,176,,,5,,1,5,0,2,
ИЕ 4,Гевгелија,0350,512,413,403,191,186,,,5,,0,13,6,2,
ИЕ 4,Гевгелија,0350/1,511,449,434,194,206,,,13,,1,11,7,2,
ИЕ 4,Гевгелија,0351,967,776,749,361,336,,,15,,3,22,10,2,
ИЕ 4,Гевгелија,0352,413,333,325,163,149,,,8,,0,3,0,2,
ИЕ 4,Гевгелија,0353,238,220,215,90,110,,,12,,0,3,0,0,
ИЕ 4,Гевгелија,0354,118,103,102,45,50,,,6,,1,0,0,0,
ИЕ 4,Гевгелија,0355,776,656,636,342,270,,,14,,1,4,3,2,
ИЕ 4,Гевгелија,0356,404,354,346,196,133,,,7,,0,8,1,1,
ИЕ 4,Гевгелија,0357,785,676,653,331,293,,,15,,1,6,3,4,
ИЕ 4,Гевгелија,0358,751,674,652,365,248,,,31,,0,4,0,4,
ИЕ 4,Гевгелија,0359,146,136,125,69,56,,,0,,0,0,0,0,
ИЕ 4,Гевгелија,0360,11,6,6,4,2,,,0,,0,0,0,0,
ИЕ 4,Гевгелија,0361,583,494,475,220,228,,,5,,1,17,4,0,
ИЕ 4,Гевгелија,0362,742,611,592,284,280,,,7,,2,12,6,1,
ИЕ 4,Гевгелија,0363,97,87,86,42,40,,,1,,0,1,2,0,
ИЕ 4,Гевгелија,0364,280,237,213,114,93,,,2,,0,4,0,0,
ИЕ 4,Гевгелија,0365,149,126,122,61,56,,,0,,0,3,2,0,
ИЕ 4,Гевгелија,0366,11,6,6,6,0,,,0,,0,0,0,0,
ИЕ 4,Гевгелија,0367,174,146,143,70,56,,,1,,1,13,2,0,
ИЕ 4,Гевгелија,ЗРД-25-4,34,30,29,9,13,,,7,,0,0,0,0,
ИЕ 4,Демир Капија,1238,883,738,713,441,250,,,15,,2,5,0,0,
ИЕ 4,Демир Капија,1239,977,859,837,419,394,,,11,,2,6,2,3,
ИЕ 4,Демир Капија,1240,448,391,382,203,156,,,15,,3,3,1,1,
ИЕ 4,Демир Капија,1241,291,224,212,134,69,,,4,,0,4,0,1,
ИЕ 4,Демир Капија,1242,357,300,289,140,144,,,0,,1,1,0,3,
ИЕ 4,Демир Капија,1243,75,53,43,15,28,,,0,,0,0,0,0,
ИЕ 4,Демир Капија,1244,88,64,62,43,17,,,1,,0,1,0,0,
ИЕ 4,Демир Капија,1245,48,43,43,30,13,,,0,,0,0,0,0,
ИЕ 4,Демир Капија,1246,166,123,121,73,47,,,1,,0,0,0,0,
ИЕ 4,Демир Капија,1247,23,11,10,7,2,,,0,,1,0,0,0,
ИЕ 4,Демир Капија,1248,12,6,6,6,0,,,0,,0,0,0,0,
ИЕ 4,Демир Капија,ЗРД-31-4,2,2,2,2,0,,,0,,0,0,0,0,
ИЕ 4,Дојран,0378,424,338,326,155,154,,,9,,1,6,0,1,
ИЕ 4,Дојран,0379,182,165,164,72,87,,,5,,0,0,0,0,
ИЕ 4,Дојран,0380,87,58,58,29,27,,,1,,0,1,0,0,
ИЕ 4,Дојран,0381,116,38,30,10,18,,,0,,1,0,1,0,
ИЕ 4,Дојран,0382,449,391,381,178,184,,,18,,0,1,0,0,
ИЕ 4,Дојран,0383,478,417,408,182,218,,,5,,1,1,1,0,
ИЕ 4,Дојран,0384,445,379,363,153,184,,,19,,1,4,1,1,
ИЕ 4,Дојран,0385,581,448,435,232,172,,,26,,0,1,3,1,
ИЕ 4,Дојран,ЗРД-33-4,6,5,5,4,1,,,0,,0,0,0,0,
ИЕ 4,Кавадарци,0659,755,610,595,261,311,,,6,,0,7,3,7,
ИЕ 4,Кавадарци,0660,548,424,411,202,180,,,10,,1,10,6,2,
ИЕ 4,Кавадарци,0660/1,601,470,452,204,219,,,14,,2,3,8,2,
ИЕ 4,Кавадарци,0661,760,608,583,290,268,,,12,,1,3,7,2,
ИЕ 4,Кавадарци,0662,721,593,568,309,237,,,8,,3,4,2,5,
ИЕ 4,Кавадарци,0663,536,405,388,161,209,,,6,,0,3,9,0,
ИЕ 4,Кавадарци,0664,515,399,392,165,211,,,6,,2,3,3,2,
ИЕ 4,Кавадарци,0665,912,756,732,334,359,,,14,,1,7,11,6,
ИЕ 4,Кавадарци,0666,821,646,622,304,286,,,16,,0,1,10,5,
ИЕ 4,Кавадарци,0667,680,526,512,243,253,,,6,,2,6,0,2,
ИЕ 4,Кавадарци,0668,494,397,384,215,152,,,12,,1,0,3,1,
ИЕ 4,Кавадарци,0668/1,595,466,445,241,185,,,12,,0,2,0,5,
ИЕ 4,Кавадарци,0669,921,750,726,312,394,,,4,,1,4,10,1,
ИЕ 4,Кавадарци,0670,887,706,686,326,320,,,16,,0,9,11,4,
ИЕ 4,Кавадарци,0671,994,765,725,377,326,,,11,,1,2,2,6,
ИЕ 4,Кавадарци,0672,580,482,476,271,187,,,7,,0,5,6,0,
ИЕ 4,Кавадарци,0672/1,536,431,420,175,221,,,9,,0,5,7,3,
ИЕ 4,Кавадарци,0673,542,438,425,178,227,,,7,,1,1,9,2,
ИЕ 4,Кавадарци,0673/1,552,430,418,165,231,,,7,,3,4,6,2,
ИЕ 4,Кавадарци,0674,506,350,345,148,175,,,3,,0,6,10,3,
ИЕ 4,Кавадарци,0674/1,576,451,440,182,236,,,10,,0,7,0,5,
ИЕ 4,Кавадарци,0675,758,622,602,250,322,,,9,,1,8,9,3,
ИЕ 4,Кавадарци,0676,697,593,565,236,291,,,12,,2,16,3,5,
ИЕ 4,Кавадарци,0677,739,591,560,289,251,,,10,,3,4,0,3,
ИЕ 4,Кавадарци,0678,492,406,393,172,207,,,7,,0,2,3,2,
ИЕ 4,Кавадарци,0679,726,573,560,266,269,,,7,,2,4,11,1,
ИЕ 4,Кавадарци,0680,723,551,520,335,169,,,9,,0,4,3,0,
ИЕ 4,Кавадарци,0681,915,661,637,345,264,,,14,,2,4,4,4,
ИЕ 4,Кавадарци,0682,785,606,582,268,291,,,10,,0,1,9,3,
ИЕ 4,Кавадарци,0683,732,581,562,289,251,,,8,,2,1,7,4,
ИЕ 4,Кавадарци,0684,512,401,379,222,136,,,8,,0,5,5,3,
ИЕ 4,Кавадарци,0684/1,612,484,470,231,223,,,6,,4,5,0,1,
ИЕ 4,Кавадарци,0685,896,727,716,390,305,,,5,,2,8,6,0,
ИЕ 4,Кавадарци,0686,696,536,516,232,268,,,7,,2,3,3,1,
ИЕ 4,Кавадарци,0687,607,501,491,204,264,,,17,,0,2,1,3,
ИЕ 4,Кавадарци,0688,819,667,646,362,262,,,7,,1,6,4,4,
ИЕ 4,Кавадарци,0689,886,701,672,379,268,,,12,,1,5,5,2,
ИЕ 4,Кавадарци,0690,768,583,562,303,231,,,16,,1,2,8,1,
ИЕ 4,Кавадарци,0691,502,407,394,207,172,,,2,,3,1,3,6,
ИЕ 4,Кавадарци,0692,538,422,403,250,132,,,12,,2,4,2,1,
ИЕ 4,Кавадарци,0693,683,573,555,327,206,,,9,,0,3,8,2,
ИЕ 4,Кавадарци,0694,763,593,580,266,292,,,15,,0,1,4,2,
ИЕ 4,Кавадарци,0695,496,368,359,222,129,,,4,,0,2,0,2,
ИЕ 4,Кавадарци,0696,79,64,61,36,21,,,1,,1,1,1,0,
ИЕ 4,Кавадарци,0697,14,11,10,7,1,,,0,,0,2,0,0,
ИЕ 4,Кавадарци,0698,743,620,606,306,282,,,9,,1,6,1,1,
ИЕ 4,Кавадарци,0699,86,55,54,25,27,,,0,,1,0,1,0,
ИЕ 4,Кавадарци,0700,115,92,88,56,28,,,3,,0,1,0,0,
ИЕ 4,Кавадарци,0701,280,217,210,106,101,,,1,,1,1,0,0,
ИЕ 4,Кавадарци,0702,660,536,516,268,231,,,14,,1,0,1,1,
ИЕ 4,Кавадарци,0703,786,609,589,298,273,,,11,,1,1,3,2,
ИЕ 4,Кавадарци,0704,39,32,31,5,26,,,0,,0,0,0,0,
ИЕ 4,Кавадарци,0705,48,40,40,26,12,,,1,,0,0,1,0,
ИЕ 4,Кавадарци,0706,14,7,7,6,1,,,0,,0,0,0,0,
ИЕ 4,Кавадарци,0707,36,25,24,14,9,,,0,,0,1,0,0,
ИЕ 4,Кавадарци,0708,33,23,23,11,12,,,0,,0,0,0,0,
ИЕ 4,Кавадарци,0709,24,10,10,6,4,,,0,,0,0,0,0,
ИЕ 4,Кавадарци,0710,21,18,18,9,9,,,0,,0,0,0,0,
ИЕ 4,Кавадарци,0711,30,21,21,9,11,,,1,,0,0,0,0,
ИЕ 4,Кавадарци,0712,46,33,33,25,8,,,0,,0,0,0,0,
ИЕ 4,Кавадарци,ЗРД-41-4,40,30,29,8,19,,,1,,0,1,0,0,
ИЕ 4,Конче,1608,551,425,416,178,196,,,28,,0,13,1,0,
ИЕ 4,Конче,1609,384,289,285,128,140,,,14,,0,3,0,0,
ИЕ 4,Конче,1610,114,88,84,51,32,,,0,,0,1,0,0,
ИЕ 4,Конче,1611,345,260,248,145,94,,,5,,0,3,1,0,
ИЕ 4,Конче,1612,843,673,665,290,353,,,12,,0,8,0,2,
ИЕ 4,Конче,1613,250,225,221,91,111,,,10,,1,8,0,0,
ИЕ 4,Конче,1614,2,1,1,0,0,,,0,,0,1,0,0,
ИЕ 4,Конче,1615,1,0,0,0,0,,,0,,0,0,0,0,
ИЕ 4,Конче,1616,4,4,4,4,0,,,0,,0,0,0,0,
ИЕ 4,Конче,1617,261,182,180,89,71,,,10,,3,7,0,0,
ИЕ 4,Конче,ЗРД-46-4,0,,,,,,,,,,,,,
ИЕ 4,Кривогаштани,1508,118,91,91,46,44,,,1,,0,0,0,0,
ИЕ 4,Кривогаштани,1509,48,37,37,26,8,,,3,,0,0,0,0,
ИЕ 4,Кривогаштани,1510,807,645,624,256,347,,,13,,4,1,3,0,
ИЕ 4,Кривогаштани,1511,677,538,524,229,284,,,8,,0,0,0,3,
ИЕ 4,Кривогаштани,1512,425,348,335,270,40,,,23,,1,1,0,0,
ИЕ 4,Кривогаштани,1513,319,260,255,186,46,,,23,,0,0,0,0,
ИЕ 4,Кривогаштани,1514,397,309,296,181,103,,,10,,1,1,0,0,
ИЕ 4,Кривогаштани,1515,614,491,478,287,179,,,5,,3,3,1,0,
ИЕ 4,Кривогаштани,1516,511,370,362,250,105,,,7,,0,0,0,0,
ИЕ 4,Кривогаштани,1517,224,188,185,83,91,,,9,,0,2,0,0,
ИЕ 4,Кривогаштани,1518,223,181,175,80,86,,,8,,0,1,0,0,
ИЕ 4,Кривогаштани,1519,320,278,274,163,100,,,10,,0,1,0,0,
ИЕ 4,Кривогаштани,ЗРД-50-4,0,0,0,0,0,,,0,,0,0,0,0,
ИЕ 4,Могила,0181,145,127,121,61,56,,,4,,0,0,0,0,
ИЕ 4,Могила,0182,475,360,357,152,198,,,6,,0,1,0,0,
ИЕ 4,Могила,0183,37,26,25,19,6,,,0,,0,0,0,0,
ИЕ 4,Могила,0184,41,32,32,25,5,,,2,,0,0,0,0,
ИЕ 4,Могила,0185,161,110,110,82,25,,,0,,1,1,0,1,
ИЕ 4,Могила,0186,342,211,206,138,49,,,6,,10,2,0,1,
ИЕ 4,Могила,0187,150,104,100,44,55,,,1,,0,0,0,0,
ИЕ 4,Могила,0188,385,281,271,166,92,,,6,,1,5,1,0,
ИЕ 4,Могила,0189,338,210,205,132,64,,,6,,1,2,0,0,
ИЕ 4,Могила,0190,166,101,99,65,31,,,2,,0,1,0,0,
ИЕ 4,Могила,0191,684,503,482,279,168,,,29,,0,4,2,0,
ИЕ 4,Могила,0192,617,443,433,251,157,,,19,,0,0,6,0,
ИЕ 4,Могила,0193,123,85,83,46,36,,,1,,0,0,0,0,
ИЕ 4,Могила,0214,232,170,167,91,65,,,9,,0,0,2,0,
ИЕ 4,Могила,0215,22,15,15,15,0,,,0,,0,0,0,0,
ИЕ 4,Могила,0216,28,13,13,11,2,,,0,,0,0,0,0,
ИЕ 4,Могила,0217,212,147,146,54,88,,,1,,2,1,0,0,
ИЕ 4,Могила,0218,120,101,100,76,20,,,3,,0,1,0,0,
ИЕ 4,Могила,0219,492,393,373,209,155,,,8,,0,0,1,0,
ИЕ 4,Могила,0220,256,207,205,94,106,,,0,,1,2,1,1,
ИЕ 4,Могила,0221,301,242,232,155,70,,,6,,0,0,0,1,
ИЕ 4,Могила,0222,52,32,32,20,9,,,3,,0,0,0,0,
ИЕ 4,Могила,0223,76,60,59,44,14,,,0,,1,0,0,0,
ИЕ 4,Могила,ЗРД-58-4,1,1,1,1,0,,,0,,0,0,0,0,
ИЕ 4,Неготино,1213,726,597,585,284,268,,,10,,1,10,10,2,
ИЕ 4,Неготино,1214,699,588,576,290,265,,,8,,4,4,5,0,
ИЕ 4,Неготино,1215,729,608,599,241,313,,,20,,2,3,15,5,
ИЕ 4,Неготино,1216,559,472,462,225,207,,,8,,1,14,6,1,
ИЕ 4,Неготино,1216/1,437,378,371,178,167,,,16,,0,8,2,0,
ИЕ 4,Неготино,1217,502,426,408,210,159,,,3,,3,29,1,3,
ИЕ 4,Неготино,1218,929,771,748,398,301,,,15,,1,18,11,4,
ИЕ 4,Неготино,1219,584,470,458,224,214,,,8,,0,6,5,1,
ИЕ 4,Неготино,1220,606,502,476,274,175,,,7,,4,9,6,1,
