единица,општина,место,регистрирани,гласале,валидни,ВМРО-ДПМНЕ и др.,СДСМ и др.,Алијанса за Албанците,БЕСА,ВМРО за Македонија,ДПА,ДУИ,КПП - Трет блок,ЛЕВИЦА,ЛП,ПДП
ИЕ 4,Неготино,1221,518,405,388,191,174,,,13,,0,5,4,1,
ИЕ 4,Неготино,1221/1,528,431,417,202,191,,,11,,0,8,1,4,
ИЕ 4,Неготино,1222,899,747,725,400,288,,,10,,1,19,4,3,
ИЕ 4,Неготино,1223,616,494,481,257,200,,,8,,1,14,1,0,
ИЕ 4,Неготино,1223/1,682,574,563,285,229,,,23,,0,24,2,0,
ИЕ 4,Неготино,1224,557,442,422,195,196,,,14,,1,13,2,1,
ИЕ 4,Неготино,1225,840,706,680,331,296,,,20,,2,23,4,4,
ИЕ 4,Неготино,1226,729,605,596,298,250,,,14,,1,25,7,1,
ИЕ 4,Неготино,1227,746,636,618,383,219,,,6,,1,8,0,1,
ИЕ 4,Неготино,1228,856,700,684,263,374,,,10,,0,35,0,2,
ИЕ 4,Неготино,1229,36,25,25,18,4,,,0,,0,3,0,0,
ИЕ 4,Неготино,1230,4,3,3,2,1,,,0,,0,0,0,0,
ИЕ 4,Неготино,1231,671,577,555,308,232,,,4,,2,5,2,2,
ИЕ 4,Неготино,1232,333,287,278,158,100,,,13,,0,3,3,1,
ИЕ 4,Неготино,1233,39,29,29,12,15,,,1,,0,1,0,0,
ИЕ 4,Неготино,1234,889,697,680,414,242,,,5,,3,12,0,4,
ИЕ 4,Неготино,1235,152,127,124,70,51,,,0,,0,2,0,1,
ИЕ 4,Неготино,1236,954,797,769,399,320,,,6,,2,38,1,3,
ИЕ 4,Неготино,1237,150,84,78,29,44,,,2,,0,2,0,1,
ИЕ 4,Неготино,ЗРД-59-4,22,17,17,6,11,,,0,,0,0,0,0,
ИЕ 4,Новаци,0158,161,140,137,92,44,,,1,,0,0,0,0,
ИЕ 4,Новаци,0159,142,118,116,71,40,,,4,,0,0,0,1,
ИЕ 4,Новаци,0160,133,103,102,74,27,,,1,,0,0,0,0,
ИЕ 4,Новаци,0161,496,427,400,214,172,,,6,,1,5,2,0,
ИЕ 4,Новаци,0161/1,493,434,417,250,150,,,8,,2,4,2,1,
ИЕ 4,Новаци,0162,37,27,27,13,13,,,1,,0,0,0,0,
ИЕ 4,Новаци,0163,285,247,240,147,74,,,16,,0,3,0,0,
ИЕ 4,Новаци,0164,56,33,33,19,14,,,0,,0,0,0,0,
ИЕ 4,Новаци,0165,91,71,69,41,26,,,2,,0,0,0,0,
ИЕ 4,Новаци,0166,28,15,15,12,3,,,0,,0,0,0,0,
ИЕ 4,Новаци,0167,64,40,40,23,11,,,1,,5,0,0,0,
ИЕ 4,Новаци,0168,66,32,32,17,11,,,4,,0,0,0,0,
ИЕ 4,Новаци,0169,135,98,97,55,34,,,1,,1,5,1,0,
ИЕ 4,Новаци,0170,205,154,152,91,52,,,7,,1,1,0,0,
ИЕ 4,Новаци,0171,232,171,167,126,30,,,6,,1,4,0,0,
ИЕ 4,Новаци,0172,65,43,42,13,25,,,0,,0,4,0,0,
ИЕ 4,Новаци,0173,12,6,6,4,2,,,0,,0,0,0,0,
ИЕ 4,Новаци,0174,38,10,10,6,3,,,0,,0,1,0,0,
ИЕ 4,Новаци,0175,17,5,5,4,1,,,0,,0,0,0,0,
ИЕ 4,Новаци,0176,61,34,33,26,6,,,1,,0,0,0,0,
ИЕ 4,Новаци,0177,17,3,3,2,1,,,0,,0,0,0,0,
ИЕ 4,Новаци,0178,25,14,14,10,4,,,0,,0,0,0,0,
ИЕ 4,Новаци,0179,67,42,41,30,8,,,3,,0,0,0,0,
ИЕ 4,Новаци,0180,59,39,37,34,2,,,0,,1,0,0,0,
ИЕ 4,Новаци,ЗРД-60-4,0,0,0,0,0,,,0,,0,0,0,0,
ИЕ 4,Ново Село,1774,559,258,247,135,103,,,2,,3,1,2,1,
ИЕ 4,Ново Село,1775,604,285,280,145,134,,,0,,0,0,0,1,
ИЕ 4,Ново Село,1776,359,209,203,97,101,,,2,,0,1,1,1,
ИЕ 4,Ново Село,1777,754,457,452,212,232,,,0,,0,6,2,0,
ИЕ 4,Ново Село,1778,719,328,318,195,115,,,5,,1,0,1,1,
ИЕ 4,Ново Село,1779,8,7,7,2,5,,,0,,0,0,0,0,
ИЕ 4,Ново Село,1780,68,34,32,18,14,,,0,,0,0,0,0,
ИЕ 4,Ново Село,1781,38,23,20,15,4,,,1,,0,0,0,0,
ИЕ 4,Ново Село,1782,605,293,289,165,110,,,10,,2,0,0,2,
ИЕ 4,Ново Село,1783,443,228,224,103,115,,,2,,2,1,0,1,
ИЕ 4,Ново Село,1784,668,270,265,119,146,,,0,,0,0,0,0,
ИЕ 4,Ново Село,1785,732,465,455,250,191,,,5,,0,3,4,2,
ИЕ 4,Ново Село,1786,955,587,571,340,217,,,6,,2,1,4,1,
ИЕ 4,Ново Село,1787,809,510,495,274,211,,,7,,0,2,1,0,
ИЕ 4,Ново Село,1788,854,432,423,239,167,,,13,,0,4,0,0,
ИЕ 4,Ново Село,1789,779,394,386,223,146,,,14,,2,0,1,0,
ИЕ 4,Ново Село,1790,292,185,183,97,79,,,3,,2,1,0,1,
ИЕ 4,Ново Село,1791,494,237,236,99,135,,,2,,0,0,0,0,
ИЕ 4,Ново Село,1791/1,471,230,223,99,119,,,4,,0,1,0,0,
ИЕ 4,Ново Село,1792,629,428,421,202,212,,,2,,2,0,3,0,
ИЕ 4,Ново Село,ЗРД-61-4,4,3,3,1,2,,,0,,0,0,0,0,
ИЕ 4,Прилеп,1350,336,274,264,129,119,,,10,,1,2,3,0,
ИЕ 4,Прилеп,1351,769,596,580,268,279,,,18,,2,3,7,3,
ИЕ 4,Прилеп,1352,541,440,417,189,206,,,11,,1,3,6,1,
ИЕ 4,Прилеп,1353,438,341,325,167,143,,,9,,1,4,0,1,
ИЕ 4,Прилеп,1354,1062,843,815,398,385,,,19,,1,2,9,1,
ИЕ 4,Прилеп,1355,727,580,562,295,246,,,16,,1,1,3,0,
ИЕ 4,Прилеп,1356,546,430,417,167,230,,,11,,3,2,3,1,
ИЕ 4,Прилеп,1357,703,570,544,274,230,,,27,,1,4,7,1,
ИЕ 4,Прилеп,1358,642,531,515,239,250,,,11,,2,3,9,1,
ИЕ 4,Прилеп,1359,665,561,548,232,294,,,8,,2,6,6,0,
ИЕ 4,Прилеп,1360,717,575,555,315,212,,,27,,0,0,1,0,
ИЕ 4,Прилеп,1361,635,505,487,297,167,,,12,,1,4,2,4,
ИЕ 4,Прилеп,1362,821,638,619,313,272,,,15,,0,3,13,3,
ИЕ 4,Прилеп,1363,299,246,236,107,117,,,5,,2,1,3,1,
ИЕ 4,Прилеп,1364,390,309,293,131,152,,,3,,0,5,1,1,
ИЕ 4,Прилеп,1365,452,360,340,162,160,,,11,,0,5,1,1,
ИЕ 4,Прилеп,1366,436,342,330,208,93,,,20,,1,2,5,1,
ИЕ 4,Прилеп,1367,428,311,301,140,136,,,13,,1,5,6,0,
ИЕ 4,Прилеп,1367/1,467,351,339,160,162,,,10,,0,7,0,0,
ИЕ 4,Прилеп,1368,361,288,278,135,123,,,7,,0,1,10,2,
ИЕ 4,Прилеп,1369,936,724,700,320,345,,,14,,2,3,11,5,
ИЕ 4,Прилеп,1370,236,183,176,85,69,,,8,,0,3,7,4,
ИЕ 4,Прилеп,1371,850,690,662,332,304,,,15,,0,4,4,3,
ИЕ 4,Прилеп,1372,314,247,238,125,95,,,5,,0,3,7,3,
ИЕ 4,Прилеп,1373,628,495,477,239,207,,,10,,0,8,5,8,
ИЕ 4,Прилеп,1374,786,612,591,297,266,,,16,,0,4,7,1,
ИЕ 4,Прилеп,1374/1,724,587,568,300,234,,,17,,0,6,8,3,
ИЕ 4,Прилеп,1375,727,574,559,250,278,,,15,,0,2,12,2,
ИЕ 4,Прилеп,1375/1,738,589,575,299,245,,,6,,1,9,12,3,
ИЕ 4,Прилеп,1376,760,628,607,230,349,,,13,,0,8,4,3,
ИЕ 4,Прилеп,1377,668,526,506,224,255,,,17,,1,4,4,1,
ИЕ 4,Прилеп,1378,820,672,656,348,265,,,28,,0,5,7,3,
ИЕ 4,Прилеп,1379,571,479,462,234,210,,,7,,1,4,2,4,
ИЕ 4,Прилеп,1380,873,690,671,305,345,,,13,,0,3,5,0,
ИЕ 4,Прилеп,1380/1,845,655,641,302,316,,,8,,0,7,8,0,
ИЕ 4,Прилеп,1381,617,509,495,193,291,,,7,,1,1,2,0,
ИЕ 4,Прилеп,1382,795,613,597,222,342,,,12,,0,7,11,3,
ИЕ 4,Прилеп,1383,402,328,321,108,198,,,7,,0,3,5,0,
ИЕ 4,Прилеп,1384,933,745,723,403,287,,,17,,2,5,6,3,
ИЕ 4,Прилеп,1385,434,346,331,171,147,,,5,,0,3,3,2,
ИЕ 4,Прилеп,1385/1,534,433,427,216,196,,,7,,0,2,6,0,
ИЕ 4,Прилеп,1386,305,243,234,89,133,,,6,,2,0,2,2,
ИЕ 4,Прилеп,1387,492,405,395,182,189,,,14,,0,4,4,2,
ИЕ 4,Прилеп,1387/1,415,321,306,180,113,,,12,,0,1,0,0,
ИЕ 4,Прилеп,1388,712,579,566,254,284,,,16,,1,5,5,1,
ИЕ 4,Прилеп,1389,887,711,686,333,300,,,33,,3,7,5,5,
ИЕ 4,Прилеп,1390,872,738,703,474,200,,,17,,1,4,4,3,
ИЕ 4,Прилеп,1391,1028,868,832,452,304,,,51,,6,6,11,2,
ИЕ 4,Прилеп,1392,539,402,396,194,186,,,11,,0,5,0,0,
ИЕ 4,Прилеп,1392/1,622,516,500,271,207,,,15,,1,3,3,0,
ИЕ 4,Прилеп,1393,803,651,635,328,282,,,13,,1,4,5,2,
ИЕ 4,Прилеп,1394,587,478,464,247,191,,,16,,2,2,5,1,
ИЕ 4,Прилеп,1395,811,630,604,248,322,,,21,,0,5,6,2,
ИЕ 4,Прилеп,1396,815,637,611,325,260,,,17,,1,1,5,2,
ИЕ 4,Прилеп,1397,443,312,300,171,113,,,13,,1,0,1,1,
ИЕ 4,Прилеп,1398,716,487,456,203,237,,,8,,1,3,2,2,
ИЕ 4,Прилеп,1399,772,513,499,238,240,,,10,,2,2,4,3,
ИЕ 4,Прилеп,1400,560,356,339,180,138,,,14,,2,1,3,1,
ИЕ 4,Прилеп,1400/1,514,325,305,174,115,,,3,,9,1,2,1,
ИЕ 4,Прилеп,1401,730,472,464,261,179,,,14,,2,1,4,3,
ИЕ 4,Прилеп,1402,599,338,317,126,184,,,4,,1,0,1,1,
ИЕ 4,Прилеп,1402/1,585,327,306,151,146,,,3,,1,3,1,1,
ИЕ 4,Прилеп,1403,775,618,603,258,322,,,12,,3,2,4,2,
ИЕ 4,Прилеп,1404,694,576,558,237,291,,,7,,3,3,10,7,
ИЕ 4,Прилеп,1405,822,635,618,250,344,,,14,,1,5,4,0,
ИЕ 4,Прилеп,1406,267,231,228,95,120,,,3,,0,4,4,2,
ИЕ 4,Прилеп,1407,306,249,242,96,138,,,6,,0,1,0,1,
ИЕ 4,Прилеп,1408,695,556,540,233,281,,,10,,1,5,9,1,
ИЕ 4,Прилеп,1409,496,407,379,164,194,,,9,,0,7,3,2,
ИЕ 4,Прилеп,1410,793,645,623,307,278,,,9,,0,11,11,7,
ИЕ 4,Прилеп,1411,569,465,450,198,236,,,8,,0,5,3,0,
ИЕ 4,Прилеп,1412,573,460,442,164,248,,,17,,0,5,8,0,
ИЕ 4,Прилеп,1413,488,387,377,184,163,,,10,,1,3,9,7,
ИЕ 4,Прилеп,1414,833,675,661,293,328,,,22,,3,4,10,1,
ИЕ 4,Прилеп,1415,486,387,380,179,176,,,17,,1,4,1,2,
ИЕ 4,Прилеп,1416,553,447,432,209,202,,,14,,2,0,0,5,
ИЕ 4,Прилеп,1417,900,752,721,363,324,,,12,,0,11,9,2,
ИЕ 4,Прилеп,1418,468,368,347,153,173,,,13,,0,5,1,2,
ИЕ 4,Прилеп,1419,496,413,384,229,142,,,4,,1,3,4,1,
ИЕ 4,Прилеп,1420,893,682,666,269,375,,,8,,0,8,3,3,
ИЕ 4,Прилеп,1421,854,682,658,326,304,,,20,,0,1,6,1,
ИЕ 4,Прилеп,1422,11,4,4,4,0,,,0,,0,0,0,0,
ИЕ 4,Прилеп,1423,18,16,15,10,5,,,0,,0,0,0,0,
ИЕ 4,Прилеп,1424,15,13,13,4,9,,,0,,0,0,0,0,
ИЕ 4,Прилеп,1425,2,2,2,2,0,,,0,,0,0,0,0,
ИЕ 4,Прилеп,1426,7,4,4,4,0,,,0,,0,0,0,0,
ИЕ 4,Прилеп,1427,94,71,68,44,24,,,0,,0,0,0,0,
ИЕ 4,Прилеп,1428,2,0,0,0,0,,,0,,0,0,0,0,
ИЕ 4,Прилеп,1429,5,2,2,1,1,,,0,,0,0,0,0,
ИЕ 4,Прилеп,1430,10,6,6,6,0,,,0,,0,0,0,0,
ИЕ 4,Прилеп,1431,33,25,23,12,11,,,0,,0,0,0,0,
ИЕ 4,Прилеп,1432,304,266,262,182,76,,,4,,0,0,0,0,
ИЕ 4,Прилеп,1433,28,23,22,20,1,,,1,,0,0,0,0,
ИЕ 4,Прилеп,1434,210,174,172,87,78,,,1,,2,2,1,1,
ИЕ 4,Прилеп,1435,169,132,127,78,43,,,6,,0,0,0,0,
ИЕ 4,Прилеп,1436,3,1,1,1,0,,,0,,0,0,0,0,
ИЕ 4,Прилеп,1437,4,0,0,0,0,,,0,,0,0,0,0,
ИЕ 4,Прилеп,1438,22,7,7,5,1,,,1,,0,0,0,0,
ИЕ 4,Прилеп,1439,76,53,50,38,10,,,1,,1,0,0,0,
ИЕ 4,Прилеп,1440,235,182,180,93,64,,,18,,1,1,2,1,
ИЕ 4,Прилеп,1441,4,2,2,1,1,,,0,,0,0,0,0,
ИЕ 4,Прилеп,1442,4,1,1,1,0,,,0,,0,0,0,0,
ИЕ 4,Прилеп,1443,870,727,714,325,367,,,13,,2,0,5,2,
ИЕ 4,Прилеп,1444,733,610,581,288,273,,,10,,0,1,6,3,
ИЕ 4,Прилеп,1445,667,523,514,287,209,,,16,,0,2,0,0,
ИЕ 4,Прилеп,1446,246,197,193,118,52,,,18,,0,4,0,1,
ИЕ 4,Прилеп,1447,584,486,473,257,199,,,11,,0,2,4,0,
ИЕ 4,Прилеп,1448,570,442,433,209,212,,,8,,1,1,2,0,
ИЕ 4,Прилеп,1449,212,183,182,114,63,,,2,,1,1,0,1,
ИЕ 4,Прилеп,1450,681,551,532,185,326,,,5,,1,3,9,3,
ИЕ 4,Прилеп,1451,375,307,299,111,179,,,2,,1,2,4,0,
ИЕ 4,Прилеп,1452,646,515,500,232,245,,,5,,3,0,10,5,
ИЕ 4,Прилеп,1453,630,489,473,263,185,,,10,,0,4,5,6,
ИЕ 4,Прилеп,1454,722,555,532,249,257,,,9,,0,6,6,5,
ИЕ 4,Прилеп,1455,475,363,351,150,185,,,4,,0,4,3,5,
ИЕ 4,Прилеп,1456,514,276,263,131,128,,,0,,1,2,1,0,
ИЕ 4,Прилеп,1456/1,516,263,251,106,141,,,2,,0,2,0,0,
ИЕ 4,Прилеп,1457,592,337,327,162,145,,,5,,0,10,5,0,
ИЕ 4,Прилеп,1494,924,669,663,298,363,,,2,,0,0,0,0,
ИЕ 4,Прилеп,1495,269,195,189,115,71,,,2,,0,1,0,0,
ИЕ 4,Прилеп,1496,18,9,9,9,0,,,0,,0,0,0,0,
ИЕ 4,Прилеп,1497,129,103,100,55,42,,,0,,1,0,1,1,
ИЕ 4,Прилеп,1498,11,5,5,4,1,,,0,,0,0,0,0,
ИЕ 4,Прилеп,1499,44,25,24,13,5,,,0,,1,5,0,0,
ИЕ 4,Прилеп,1500,327,247,237,110,120,,,3,,1,2,1,0,
ИЕ 4,Прилеп,1501,65,42,42,36,4,,,1,,0,1,0,0,
ИЕ 4,Прилеп,1502,112,90,87,69,17,,,0,,0,1,0,0,
ИЕ 4,Прилеп,1503,103,68,64,32,31,,,1,,0,0,0,0,
ИЕ 4,Прилеп,1504,62,45,44,23,21,,,0,,0,0,0,0,
ИЕ 4,Прилеп,1505,134,113,110,61,46,,,3,,0,0,0,0,
ИЕ 4,Прилеп,1506,194,155,150,81,66,,,1,,1,0,1,0,
ИЕ 4,Прилеп,1507,40,29,28,26,0,,,0,,0,2,0,0,
ИЕ 4,Прилеп,1520,46,21,21,14,7,,,0,,0,0,0,0,
ИЕ 4,Прилеп,1521,15,4,3,3,0,,,0,,0,0,0,0,
ИЕ 4,Прилеп,1522,3,1,1,1,0,,,0,,0,0,0,0,
ИЕ 4,Прилеп,1523,49,28,28,19,7,,,0,,0,2,0,0,
ИЕ 4,Прилеп,1524,9,1,1,1,0,,,0,,0,0,0,0,
ИЕ 4,Прилеп,1525,33,15,13,11,1,,,1,,0,0,0,0,
ИЕ 4,Прилеп,1526,7,1,1,1,0,,,0,,0,0,0,0,
ИЕ 4,Прилеп,1527,142,93,91,50,36,,,3,,1,1,0,0,
ИЕ 4,Прилеп,1528,28,5,5,4,1,,,0,,0,0,0,0,
ИЕ 4,Прилеп,1529,25,12,12,10,2,,,0,,0,0,0,0,
ИЕ 4,Прилеп,ЗРД-66-4,68,57,56,19,32,,,5,,0,0,0,0,
ИЕ 4,Радовиш,1574,845,609,597,276,294,,,11,,0,11,4,1,
ИЕ 4,Радовиш,1575,897,612,599,239,340,,,10,,2,4,3,1,
ИЕ 4,Радовиш,1576,692,494,470,174,266,,,9,,1,11,5,4,
ИЕ 4,Радовиш,1577,894,666,648,290,316,,,22,,3,6,7,4,
ИЕ 4,Радовиш,1578,512,374,360,144,201,,,8,,0,3,2,2,
ИЕ 4,Радовиш,1578/1,506,367,359,132,215,,,10,,0,1,1,0,
ИЕ 4,Радовиш,1579,559,363,353,134,210,,,7,,0,1,1,0,
ИЕ 4,Радовиш,1579/1,514,331,322,127,168,,,14,,0,7,6,0,
ИЕ 4,Радовиш,1580,572,389,362,150,188,,,13,,0,11,0,0,
ИЕ 4,Радовиш,1580/1,577,409,399,145,220,,,16,,1,14,1,2,
ИЕ 4,Радовиш,1581,745,526,508,231,254,,,16,,1,5,1,0,
ИЕ 4,Радовиш,1581/1,686,473,459,217,228,,,4,,0,6,2,2,
ИЕ 4,Радовиш,1582,728,485,478,195,265,,,7,,0,9,2,0,
ИЕ 4,Радовиш,1582/1,699,495,477,236,228,,,8,,1,1,2,1,
ИЕ 4,Радовиш,1583,591,278,267,57,210,,,0,,0,0,0,0,
ИЕ 4,Радовиш,1583/1,591,242,230,49,176,,,1,,1,2,0,1,
ИЕ 4,Радовиш,1584,785,523,509,199,294,,,10,,1,2,1,2,
ИЕ 4,Радовиш,1585,511,331,316,147,153,,,6,,1,6,2,1,
ИЕ 4,Радовиш,1586,683,460,453,224,203,,,25,,0,1,0,0,
ИЕ 4,Радовиш,1587,904,554,535,247,265,,,12,,1,8,1,1,
ИЕ 4,Радовиш,1588,639,439,413,217,184,,,6,,3,1,0,2,
ИЕ 4,Радовиш,1589,540,365,352,154,176,,,8,,3,9,2,0,
ИЕ 4,Радовиш,1590,703,481,465,353,94,,,13,,1,3,0,1,
ИЕ 4,Радовиш,1591,655,431,413,314,65,,,30,,1,2,1,0,
ИЕ 4,Радовиш,1592,778,448,438,246,187,,,2,,1,1,0,1,
ИЕ 4,Радовиш,1593,212,155,152,63,86,,,0,,0,3,0,0,
ИЕ 4,Радовиш,1594,653,419,409,227,154,,,14,,2,9,2,1,
ИЕ 4,Радовиш,1595,641,375,370,176,182,,,9,,0,3,0,0,
ИЕ 4,Радовиш,1596,749,413,406,184,211,,,9,,0,1,1,0,
ИЕ 4,Радовиш,1597,196,151,141,72,65,,,1,,1,0,1,1,
ИЕ 4,Радовиш,1598,283,191,187,118,69,,,0,,0,0,0,0,
ИЕ 4,Радовиш,1599,489,253,245,152,90,,,0,,0,2,0,1,
ИЕ 4,Радовиш,1600,117,68,68,36,29,,,1,,2,0,0,0,
ИЕ 4,Радовиш,1601,45,30,29,2,27,,,0,,0,0,0,0,
ИЕ 4,Радовиш,1602,372,246,246,91,145,,,0,,9,1,0,0,
ИЕ 4,Радовиш,1603,284,197,194,48,143,,,1,,1,1,0,0,
ИЕ 4,Радовиш,1604,12,8,8,6,1,,,1,,0,0,0,0,
ИЕ 4,Радовиш,1605,210,157,154,42,112,,,0,,0,0,0,0,
ИЕ 4,Радовиш,1606,10,4,4,2,2,,,0,,0,0,0,0,
ИЕ 4,Радовиш,1607,3,3,3,2,1,,,0,,0,0,0,0,
ИЕ 4,Радовиш,1618,597,453,436,269,148,,,16,,0,2,1,0,
ИЕ 4,Радовиш,1619,607,430,419,244,154,,,17,,0,2,0,2,
ИЕ 4,Радовиш,1620,18,8,8,3,5,,,0,,0,0,0,0,
ИЕ 4,Радовиш,1621,638,447,431,277,142,,,8,,0,3,1,0,
ИЕ 4,Радовиш,1622,326,231,226,133,81,,,11,,0,1,0,0,
ИЕ 4,Радовиш,1623,717,548,535,382,117,,,31,,5,0,0,0,
ИЕ 4,Радовиш,ЗРД-68-4,22,20,20,7,13,,,0,,0,0,0,0,
ИЕ 4,Росоман,0713,143,121,115,65,47,,,1,,0,2,0,0,
ИЕ 4,Росоман,0714,30,22,21,18,3,,,0,,0,0,0,0,
ИЕ 4,Росоман,0715,266,210,206,131,64,,,9,,0,2,0,0,
ИЕ 4,Росоман,0716,169,148,146,75,67,,,4,,0,0,0,0,
ИЕ 4,Росоман,0717,492,360,352,199,135,,,14,,0,3,0,1,
ИЕ 4,Росоман,0718,70,60,58,45,12,,,1,,0,0,0,0,
ИЕ 4,Росоман,0719,74,53,51,33,16,,,1,,0,1,0,0,
ИЕ 4,Росоман,0720,859,741,713,376,321,,,10,,0,1,5,0,
ИЕ 4,Росоман,0721,575,484,469,254,192,,,19,,0,3,0,1,
ИЕ 4,Росоман,0722,715,606,590,296,271,,,16,,1,4,1,1,
ИЕ 4,Росоман,ЗРД-71-4,0,0,0,0,0,,,0,,0,0,0,0,
ИЕ 4,Струмица,1713,501,363,353,137,205,,,4,,0,2,4,1,
ИЕ 4,Струмица,1714,386,282,274,102,156,,,6,,2,5,2,1,
ИЕ 4,Струмица,1715,516,405,395,164,218,,,6,,0,3,4,0,
ИЕ 4,Струмица,1716,720,554,535,218,301,,,11,,0,0,4,1,
ИЕ 4,Струмица,1717,519,400,391,147,223,,,11,,0,4,3,3,
ИЕ 4,Струмица,1718,670,518,504,214,267,,,7,,1,4,10,1,
ИЕ 4,Струмица,1719,510,359,347,126,208,,,1,,0,6,4,2,
ИЕ 4,Струмица,1720,805,566,549,225,303,,,13,,1,2,1,4,
ИЕ 4,Струмица,1720/1,836,601,582,275,288,,,10,,2,3,4,0,
ИЕ 4,Струмица,1721,678,514,499,222,265,,,4,,0,5,2,1,
ИЕ 4,Струмица,1722,540,420,404,148,238,,,2,,2,3,7,4,
ИЕ 4,Струмица,1723,800,627,610,197,384,,,9,,1,11,7,1,
ИЕ 4,Струмица,1724,598,464,452,169,272,,,9,,0,1,1,0,
ИЕ 4,Струмица,1725,525,395,386,191,174,,,9,,1,4,4,3,
ИЕ 4,Струмица,1726,851,625,615,233,365,,,4,,3,2,7,1,
ИЕ 4,Струмица,1727,547,418,406,158,230,,,3,,4,2,6,3,
ИЕ 4,Струмица,1727/1,544,443,436,168,245,,,9,,1,7,5,1,
ИЕ 4,Струмица,1728,521,361,349,131,202,,,6,,1,3,6,0,
ИЕ 4,Струмица,1728/1,538,400,392,149,216,,,8,,0,5,14,0,
ИЕ 4,Струмица,1729,734,531,514,232,257,,,13,,1,4,6,1,
ИЕ 4,Струмица,1730,603,438,426,159,255,,,9,,0,2,1,0,
ИЕ 4,Струмица,1730/1,679,511,493,192,292,,,3,,0,2,4,0,
ИЕ 4,Струмица,1731,746,501,478,117,354,,,3,,2,0,0,2,
ИЕ 4,Струмица,1731/1,676,442,418,162,250,,,2,,0,2,1,1,
ИЕ 4,Струмица,1732,563,388,383,188,187,,,5,,0,2,1,0,
ИЕ 4,Струмица,1733,749,550,541,218,291,,,12,,2,6,9,3,
ИЕ 4,Струмица,1734,883,681,666,305,350,,,7,,0,2,2,0,
ИЕ 4,Струмица,1735,539,407,397,161,225,,,4,,3,3,0,1,
ИЕ 4,Струмица,1736,351,264,256,109,135,,,5,,0,1,5,1,
ИЕ 4,Струмица,1737,494,359,353,173,160,,,5,,4,4,4,3,
ИЕ 4,Струмица,1738,766,560,549,243,289,,,9,,0,4,3,1,
ИЕ 4,Струмица,1739,749,540,525,205,309,,,6,,1,2,2,0,
ИЕ 4,Струмица,1740,728,563,549,200,324,,,16,,0,2,6,1,
ИЕ 4,Струмица,1741,761,580,558,227,304,,,20,,0,0,5,2,
ИЕ 4,Струмица,1742,382,283,271,108,153,,,4,,0,3,3,0,
ИЕ 4,Струмица,1743,566,421,411,151,238,,,12,,0,3,7,0,
ИЕ 4,Струмица,1744,582,421,411,166,227,,,4,,0,5,9,0,
ИЕ 4,Струмица,1745,644,480,468,212,244,,,4,,0,1,6,1,
ИЕ 4,Струмица,1746,451,361,350,156,183,,,7,,0,0,3,1,
ИЕ 4,Струмица,1747,782,590,571,225,325,,,11,,0,5,5,0,
ИЕ 4,Струмица,1748,506,388,376,147,207,,,11,,2,4,4,1,
ИЕ 4,Струмица,1749,546,408,401,208,184,,,5,,0,2,2,0,
ИЕ 4,Струмица,1750,355,280,275,132,138,,,1,,3,0,0,1,
ИЕ 4,Струмица,1751,661,523,516,244,261,,,7,,0,3,1,0,
ИЕ 4,Струмица,1752,533,400,389,159,211,,,11,,1,2,0,5,
ИЕ 4,Струмица,1753,361,258,256,110,143,,,3,,0,0,0,0,
ИЕ 4,Струмица,1754,816,549,523,228,277,,,9,,1,2,6,0,
ИЕ 4,Струмица,1755,444,275,259,93,155,,,2,,2,2,2,3,
ИЕ 4,Струмица,1756,755,508,483,172,300,,,2,,1,4,3,1,
ИЕ 4,Струмица,1757,734,484,462,166,283,,,5,,2,5,0,1,
ИЕ 4,Струмица,1758,688,507,498,197,285,,,9,,0,3,4,0,
ИЕ 4,Струмица,1759,761,556,541,233,293,,,9,,0,1,5,0,
ИЕ 4,Струмица,1760,643,434,420,233,169,,,10,,1,1,5,1,
ИЕ 4,Струмица,1761,607,374,366,234,125,,,3,,0,2,1,1,
ИЕ 4,Струмица,1762,701,471,464,240,219,,,2,,2,0,1,0,
ИЕ 4,Струмица,1763,706,258,247,101,142,,,2,,0,2,0,0,
ИЕ 4,Струмица,1763/1,604,215,182,77,98,,,1,,3,2,0,1,
ИЕ 4,Струмица,1764,261,185,180,118,55,,,6,,0,1,0,0,
ИЕ 4,Струмица,1765,814,599,585,307,267,,,7,,1,0,2,1,
ИЕ 4,Струмица,1766,701,455,446,222,197,,,18,,2,2,4,1,
ИЕ 4,Струмица,1767,304,250,245,133,100,,,3,,1,6,1,1,
ИЕ 4,Струмица,1768,283,172,168,79,87,,,1,,0,1,0,0,
ИЕ 4,Струмица,1769,16,13,13,3,10,,,0,,0,0,0,0,
ИЕ 4,Струмица,1770,771,628,617,329,282,,,6,,0,0,0,0,
ИЕ 4,Струмица,1771,838,659,646,280,355,,,4,,0,4,2,1,
ИЕ 4,Струмица,1772,746,512,505,246,248,,,9,,0,2,0,0,
ИЕ 4,Струмица,1773,584,457,449,189,256,,,1,,1,1,1,0,
ИЕ 4,Струмица,1793,328,163,161,67,90,,,2,,0,2,0,0,
ИЕ 4,Струмица,1827,716,463,454,306,138,,,7,,1,2,0,0,
ИЕ 4,Струмица,1828,641,435,418,276,136,,,5,,0,1,0,0,
ИЕ 4,Струмица,1829,834,588,577,435,128,,,6,,2,2,1,3,
ИЕ 4,Струмица,1830,512,283,276,178,84,,,11,,0,1,0,2,
